GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1134434218,20231019,202310,2023,2023.7918,RUS,RUSSIAN FEDERATION,RUS,,,,,,,,,,,,,,,,,,0,030,030,03,1,4.0,10,1,10,-4.0,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,0,,,,,,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20231019024500,https://www.tagesschau.de/newsticker/liveblog-ukraine-donnerstag-284.html
1134645039,20231019,202310,2023,2023.7918,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,,,,,,,,,,,0,090,090,09,2,-2.0,10,1,10,-1.12359550561797,1,Israel,IS,IS,,31.5,34.75,IS,0,,,,,,,,4,"World Health Organization, Al Qahirah, Egypt",EG,EG11,65350,30.0643,31.3481,11248568,20231019203000,https://www.tagesschau.de/ausland/asien/gaza-hilfslieferungen-100.html
1134411777,20231019,202310,2023,2023.7918,COP,POLICE,,,,,,COP,,,GRC,GREEK,GRC,,,,,,,,1,010,010,01,1,0.0,10,1,10,-4.24528301886792,1,Ukraine,UP,UP,,49.0,32.0,UP,1,Ukraine,UP,UP,,49.0,32.0,UP,1,Ukraine,UP,UP,,49.0,32.0,UP,20231019004500,https://www.tagesschau.de/newsticker/liveblog-israel-donnerstag-102.html
1134412265,20231019,202310,2023,2023.7918,PSE,GAZA,PSE,,,,,,,,EGY,EGYPT,EGY,,,,,,,,1,191,191,19,4,-9.5,2,1,2,-4.94296577946768,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20231019004500,https://www.tagesschau.de/ausland/amerika/un-sicherheitsrat-nahost-104.html
1134904425,20231020,202310,2023,2023.7945,EGY,EGYPT,EGY,,,,,,,,,,,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-3.73333333333334,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20231020201500,https://www.tagesschau.de/ausland/asien/israel-angriffe-gazastreifen-hamas-104.html
1134904426,20231020,202310,2023,2023.7945,EGY,EGYPT,EGY,,,,,,,,,,,,,,,,,,0,112,112,11,3,-2.0,8,1,8,-3.73333333333334,1,Egypt,EG,EG,,27.0,30.0,EG,0,,,,,,,,1,Egypt,EG,EG,,27.0,30.0,EG,20231020201500,https://www.tagesschau.de/ausland/asien/israel-angriffe-gazastreifen-hamas-104.html
1134697210,20231020,202310,2023,2023.7945,ISR,ISRAELI,ISR,,,,,,,,MED,NEWS AGENCY,,,,,,MED,,,0,010,010,01,1,0.0,2,1,2,-4.62487153134635,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20231020013000,https://www.tagesschau.de/newsticker/liveblog-israel-freitag-102.html
1134847262,20231020,202310,2023,2023.7945,LEG,PARLIAMENT,,,,,,LEG,,,JUD,PROSECUTOR,,,,,,JUD,,,1,190,190,19,4,-10.0,10,1,10,-4.66531440162272,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20231020153000,https://www.tagesschau.de/ausland/europa/oesterreich-kurz-aussage-100.html
1134739532,20231020,202310,2023,2023.7945,UAF,TERRORIST ORGANIZATION,,,,,,UAF,,,,,,,,,,,,,1,073,073,07,2,7.4,10,1,10,-5.50996483001173,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,0,,,,,,,,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,20231020060000,https://www.tagesschau.de/ausland/asien/un-palaestinenserhilfswerk-appell-100.html
1134904871,20231020,202310,2023,2023.7945,USA,WASHINGTON,USA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,10,1,10,-1.9193857965451,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,0,,,,,,,,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,20231020201500,https://www.tagesschau.de/ausland/afrika/proteste-israel-152.html
1134697040,20231020,202310,2023,2023.7945,EGY,EGYPT,EGY,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,073,073,07,2,7.4,8,1,8,-4.62487153134635,1,Egypt,EG,EG,,27.0,30.0,EG,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20231020013000,https://www.tagesschau.de/newsticker/liveblog-israel-freitag-102.html
1134697203,20231020,202310,2023,2023.7945,ISR,ISRAELI,ISR,,,,,,,,EGY,EGYPT,EGY,,,,,,,,1,0863,086,08,2,9.0,8,1,8,-4.62487153134635,1,Israel,IS,IS,,31.5,34.75,IS,1,Egypt,EG,EG,,27.0,30.0,EG,1,Israel,IS,IS,,31.5,34.75,IS,20231020013000,https://www.tagesschau.de/newsticker/liveblog-israel-freitag-102.html
1134697377,20231020,202310,2023,2023.7945,PSE,GAZA,PSE,,,,,,,,UAF,MILITANT,,,,,,UAF,,,0,010,010,01,1,0.0,10,1,10,-4.62487153134635,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,20231020013000,https://www.tagesschau.de/newsticker/liveblog-israel-freitag-102.html
1134704189,20231020,202310,2023,2023.7945,LEG,PARLIAMENT,,,,,,LEG,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-3.60934182590233,1,Ukraine,UP,UP,,49.0,32.0,UP,0,,,,,,,,1,Ukraine,UP,UP,,49.0,32.0,UP,20231020021500,https://www.tagesschau.de/ausland/amerika/biden-rede-nation-102.html
1134697233,20231020,202310,2023,2023.7945,ISRMIL,ISRAELI,ISR,,,,,MIL,,,MED,NEWS AGENCY,,,,,,MED,,,0,010,010,01,1,0.0,6,1,6,-4.62487153134635,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20231020013000,https://www.tagesschau.de/newsticker/liveblog-israel-freitag-102.html
1134789882,20231020,202310,2023,2023.7945,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,182,182,18,4,-9.5,10,1,10,-3.80859375,1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20231020104500,https://www.tagesschau.de/ausland/asien/israel-angriffe-gazastreifen-hamas-100.html
1134789818,20231020,202310,2023,2023.7945,ISRMIL,ISRAEL,ISR,,,,,MIL,,,ISR,ISRAEL,ISR,,,,,,,,1,195,195,19,4,-10.0,4,1,4,-3.80859375,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,20231020104500,https://www.tagesschau.de/ausland/asien/israel-angriffe-gazastreifen-hamas-100.html
1134847136,20231020,202310,2023,2023.7945,ISR,ISRAELI,ISR,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-4.74074074074074,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,0,,,,,,,,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,20231020153000,https://www.tagesschau.de/ausland/asien/baerbock-israel-libanon-100.html
1134799773,20231020,202310,2023,2023.7945,UKR,UKRAINIAN,UKR,,,,,,,,UKRGOV,UKRAINE,UKR,,,,,GOV,,,1,051,051,05,1,3.4,2,1,2,-4.84848484848485,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20231020113000,https://www.tagesschau.de/newsticker/liveblog-ukraine-freitag-316.html
